article,comment,is_positive,thumbs_up,thumbs_down
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)","A ja ją nawet zaczynam lubić za to, że pokazuje jak wygląda naturalnie. Żaden plastik czy photoshop jak u pań Siwiec czy Rozenkowa. I to jej się chwali. ",1,433,18
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)",Dobrze wygląda. Coraz lepiej. Serio.,1,338,15
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)","Jej muzyki nie słucham,ale szanuje za pokazywanie siebie naturalnej bez retuszu. ",1,316,8
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)",Przynajmniej jest normalna.  Pokazuje siebie bez Photoshop i nie chwali się wakacjami poza krajem tzn NA BOGATO .. taka swojska kobieta . ,1,212,12
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)","Takie ma ładne te swoje włosy, a stylizuje je tak niekorzystnie",0,209,17
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)","Pani Magdo , proszę zapuszczać włosy- są piękne i super kręcone 🍀🍀🍀",1,0,0
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)",Ile ona ma lat?? ,0,0,0
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)",Ale ma popisanca. Stac ja na lepszego ,0,0,0
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)",Parawany... Nie popieram. ,0,2,3
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)","A gdzie dziecko?
Tandetny strój i ta biżuteria ma plaży. 
Grazyna",0,1,7
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)",Masz piękne nogi.,1,14,2
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)","Jestem w szoku że tak dobrze wygląda,super w tej fryzurze,nie do poznania,korzystny look,już nie trąca wiochą.Powinna od początku nie kombinować z włosami mając takie fajne naturalne fale.",0,34,1
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)",Zmiana fryzury bardzo na plus!!!❤️,1,26,1
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)",Kto to jest ? Jakaś poważna artystka ? Czy disco polo ?,0,4,10
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)",A dziecko znowu porzucone na rzecz kochanka? ,0,10,17
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)","Skoro nazwisko męża brzmi Narożny, to ona też jest Narożny - Magdalena Narożny. Skąd wam się zatem wzięła ""Narożna""? ",0,11,12
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)",Łeba najlepsza!!!!,1,9,1
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)","Bardzo ładnie ,naturalnie.Brawo!",1,21,0
"Magdalena Narożna w czerwonym bikini smaży się na plaży w Łebie. ""Parawan OBOWIĄZKOWY"" (ZDJĘCIA)","Nazwa  ""Piękni  i  młodzi""  nadana  bez  jakichkolwiek  przemyśleń, bo  przecież  młodym  nie  jest  się  wiecznie.  Już nie  wspomnę, że pięknym  również.  Zresztą  to  subiektywna ocena.",0,8,10
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),"Ale to nieco paskudne: ""bhal dziewczyna (czyjas tam)"". No i co z tego? Kazda z kimś kiedyś byla. Każda jest czyjas była. Czyli kobieta nie powinna nikogo wcześniej mieć, aby nie było takich komentarzy?",0,305,35
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),Uzależniony od wszystkiego gosc ,0,180,3
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),"Można zwariować od parcia celebryckiego. Dobrze, że jest piątek !!! Czas na relaksik !!!",0,175,5
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),Zagubiony syn Drozdy z tego Iwana. ,0,154,5
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),Pikny towar przechodni :),0,154,62
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),Sukienkę ma boską😍,1,0,0
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),Wizualnie on jest wręcz odpychający....,0,3,0
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),Ale Iwan na  weselu Majdana  był z kimś innym i po kilku miesiącach został ojcem?,0,4,0
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),"A gdzie jego partnerka, Natalia jakas tam. Prowadzila jakis program. Bardzo ładna byla i wydawali się szczesliwi, mieli dziecko. Co tam się zadzialo? ",0,8,0
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),Ale się naopalała i wyświeciła,0,7,0
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),tomek ma głowę do interesów do kobiet to on głowy niestety nie ma ....,0,2,0
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),mają kobiety bo mają pieniądze...zróbcie eksperyment chłopaki i powiedzcie że zbankrutowaliście...patrzcie jak się kurzy za uciekającymi pannami,0,6,1
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),"Iwan byl zonaty, myslalam i dzieciaty.  Ta panna wyglada na 41+ nie 31. Policzki jakie wypchane!",0,10,0
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),Ile białe licówki ...,0,5,0
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),"Czy mi się wydaje,czy na pierwszym zdjęciu widać implant?",0,5,0
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),Co za oblech🤮 a z jego piękną żoną Natalią Jakułą? W sumie zawsze się dziwiłam co ona w nim widzi....,0,28,0
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),"Wstyd sie przyznac, ale w latach 90 i 2000 jak byl jeszcze piłkarzem, to mnie sie on strasznie podobal , pamietam te plakaty w pokoju z Tomkiem Iwanem, mialam z 13 lat😆😆😆 ",0,13,2
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),Sztuka i muzyka w zatoce sztuki chyba???,0,6,0
Tomasz Iwan debiutuje na ściance z byłą dziewczyną Przemysława Salety. Pasują do siebie? (ZDJĘCIA),Ona chyba grubo po 40 tce ,0,12,3
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)",Strasznie irytująca laska ,0,353,26
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)","Aha. Ale wiesz, że i tak nikt go nie chce? ",0,246,21
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)",Uuuu Baśka zaczyna sie bać- coś jest na rzeczy? Juz w tango ‚chłopak’ chodzi???,0,178,18
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)",Co mnie obchodzi jakaś podrzędna para warszawiaków ,0,162,22
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)",Chłopak jest mój zobaczymy jak długo a Pani jest żałosna ,0,174,35
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)",swoimi umiejętnościami przynosi wstyd krakowskiej AT,0,13,4
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)",Spoko! Zupełnie nie w moim guście!,0,16,1
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)",Dlaczego celebryci latają do tego samego kraju?Tylko Grecja została na mapie?,0,8,0
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)",Nikt by go nie chciał 🤣🤣🤣🤣,0,13,1
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)","W porównaniu z innymi celebrytami, to oni są jeszcze najbardziej normalni i rodzinni.",0,4,17
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)",Do czasu kochana ,0,12,2
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)","Super aktorka. Młoda, zdolna, zgrabna. Skąd ten hejt? Chyba od zazdrosnej konkurencji ;) Film Swingersi obejrzeliśmy z mężem tylko dla niej, nierozumiem czemu tak mało gra? Powinni częściej ją obsadzać. W kółko te same nudne aktorki, a Baśka zawsze daje czadu. Z przyjemnością śledzę jej instagrama.",1,6,27
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)",Nie znam ludzi. Co to za okazy?,0,8,0
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)","Kiedyś była ładna, a teraz zniszczone włosy i taka nijaka starość oj starość  zawsze z wóda no no ma problem zezowata a syn zezowaty bo taki dziwny. Nie cierpię jej głosu KRUK",0,8,6
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)",Nie kupię nic co reklamuje,0,13,3
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)",ŚLICZNIE WYGLADACIE MIŁEGO WYPOCZYNKU ,1,6,11
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)","Słabo, biorąc pod uwagę to, co się dzieje w Grecji w tym momencie... ",0,8,3
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)",A jeszcze niedawno jej mąż beczał na instagramie ze nią z czego życ,0,17,1
"Barbara Kurdej-Szatan pozdrawia z greckich wakacji, wymieniając czułości z mężem: ""Ten chłopak JEST MÓJ!"" (FOTO)",makijaż czyni cuda to fakt,0,11,1
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""","Zgadzam się. Dziecko musi wpaść pod samochód, żeby więcej nie wybiegło na jezdnie xd ",0,1048,53
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""","Kiedyś może przyjść taki moment, że jej stój nie zadziała, czego oczywiście nie życzę. Każda matka powinna sama ocenić, czy smycz jest dla niej czy nie to fakt, ale jeśli ktoś ma uciekające dziecko - lepiej mieć je żywe na smyczy, taka prawda.",0,867,14
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""","Dziecko nie jest na smyczy,tylko jest na szelkach!!! Dla dziecka które nie chce chodzić a rączkę jest to super rozwiązanie ,no tu chodzi o bezpieczeństwo dziecka!!!",0,805,23
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""",Ja prowadzę menrza na smyczy ,0,256,39
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""",Jest mi z tego powodu wszystko jedno,0,181,24
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""",Niech się wybierze z synem na wakacje do Tajlandii to szybko poczuje klimat szelek.,0,0,0
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""",Świetny i sprawdzony pomysl,1,2,0
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""","Proponuję Pani upilnować roczne bliźnięta, którym właśnie włączył się tryb podróżnika. Dla mnie ta uprząż, to było zbawienie! Poza tym to nic nowego - po moim urodzeniu, -dzieści lat temu, mama dostała paczkę od  rodziny z USA z rzeczami po ich dzieciach. Były tam właśnie takie szelki, tyle że skórzane,  i w takich chodziłyśmy,  ja i potem moja siostra. I chwalić Boga nie mamy ani zrytej psyche, ani nie popadłyśmy w patologie :) ",0,2,0
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""","To nie jest smycz! Szelki! Jeśli jesteś rodzicem, opiekunem, który w czasie przechodzenia z dzieckiem w niebezpiecznych miejscach WIERZY, że ZAWSZE absolutnie panuje, a także przewiduje reakcje dziecka - to ja zazdroszczę takiego nieziemskiego daru. Te szelki, to również wygodna dla dziecka. Sam z dzieciństwa pamiętam szarpanie za rękę, gdy się chciało iść w inną stronę, albo szybciej wejść na jezdnię.I ciągle z tą łapą do góry.",0,11,0
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""",Ta córcia Joasi jest po prostu boska. Jaki lans w tych okularkach😁😎 Kiedyś nie bylam przekonana do tych szelek ale teraz jakbym miała dziecko to byłabym skłonna zakupić coś takiego. Lepsze to niż wożenie dziecka wszedzie wózkiem.,1,7,0
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""",Jakiej smyczy? Przeciez to szelki.W wozku tez nie przypinala dziecku szelek?,0,10,0
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""",Dla mnie to jest okropne. Wyglądają jak psy. Ale wygląd nie jest najważniejszy. Jeśli ktoś nie potrafi inaczej upilnować dziecka to niech prowadzi na smyczy.,0,1,16
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""","jestem babcią, opiekuję się wnusią ma dwa latka, nie posiadam się z radości że są takie szelki. Jadę z wnusią na spacer wózkiem, ale w parku, na wolniejszej przestrzeni moge ją wyjąc z wozka założyć szeleczki i moja wnusia jest przez to bezpieczna, nie musze się ciągle schylać bo i nie moge , nie muszę sie schylac i podawać jej ręki a ona nie musi trzymać rączki wysoko. Widzę same plusy takich szelek. To nie jest żadna smycz a super szelki które dają dziecku dużo swobody. No to kończę bo zalet szeleczek jest jeszcze dużo. A tych którym szeleczki kojażą się ze smyczą nie mam zamiaru przekonywać.",0,21,1
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""",Dobry pomysł.,1,9,0
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""",Te szelki to fajna rzecz .,1,7,0
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""",Niech wyjedzie z tej wioski Warszawy do naprawdę wielkiego miasta i zobaczy co się dzieje na ulicach to zmieni zdanie ,0,15,0
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""","A moja mama, ktora zostala babcia w wieku prawie 70 lat mega sobie chwalila szelki i spacery z wnuczkiem 😘",0,13,2
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""","Mojej córecze żadne STÓJ nie pomaga. Leci jak szalona, czuje wolność. Za rączkę też nie chce- wyrywa się.Niestety jest to możliwe tylko w lesie. Mieszkamy w dużym mieście : samochody, tramwaje, ścieżki rowerowe z dużym ruchem rowerów, a do tego doszły elektryczne hulajnogii. Niestety mimo chęci, na miasto tylko w wózku- rowerku. NIe kupiłabym tych szelek, ale doskonale rozumiem strach rodziców. ",0,15,0
"Olga Kalicka sceptycznie o prowadzaniu dzieci na smyczy: ""NIE CZUJĘ TEGO KLIMATU""",A ja uwazam ze Pani Asia super robi. To sa szelki. Dmucha na zimno. Zna swoje dziecko i wie ze roznie moze byc. Moj syn nie potrafi chodzic tylko biega. Zlapac go to forme trzeba miec.,0,14,0
"""40 kontra 20"": Patrycja wypowiada wojnę Dalii: ""NIE MASZ MÓZGU"" (WIDEO)",Patrycja pokazała w końcu jaka jest naprawdę. Cała sympatia do jej osoby zniknęła. ,0,470,19
"""40 kontra 20"": Patrycja wypowiada wojnę Dalii: ""NIE MASZ MÓZGU"" (WIDEO)",Zastanawiało mnie od początku skąd był ten zachwyt nad jej osobą. Bardzo mnie  cieszy że wreszcie wyszło jaka jest . Jest złośliwą jędzowatą osobą i do tego bez klasy i taktu!!!,0,346,11
"""40 kontra 20"": Patrycja wypowiada wojnę Dalii: ""NIE MASZ MÓZGU"" (WIDEO)","Myslalam, ze patrycja jest ok, ale nagle pokazala prawdziwa chamska nature i czar prysl. Poza tym jest hipokrytka, nie tylko dla innych ale i dla siebie. Nie nie nie chce, ale chcialabym. ",0,325,8
"""40 kontra 20"": Patrycja wypowiada wojnę Dalii: ""NIE MASZ MÓZGU"" (WIDEO)","A tak Bartosz ufał Patrycji; jaką złotą jest osobą. Cóż, właśnie to ujrzeliśmy. Brawo Pati, gratulacje. Dzięki, że dałaś się poznać naprawdę ☺️",0,281,5
"""40 kontra 20"": Patrycja wypowiada wojnę Dalii: ""NIE MASZ MÓZGU"" (WIDEO)",Patrycja - bardzo niesympatyczna i fałszywa osoba. Pokazała prawdziwe oblicze. To nie asertywność tylko zwykły brak kultury!,0,76,3
"""40 kontra 20"": Patrycja wypowiada wojnę Dalii: ""NIE MASZ MÓZGU"" (WIDEO)","Fizycznosc Patrycji nie idzie w parze z tym na kogo próbuje się zgrywać, sądzę że znała w swoim życiu jakiegoś dresa i w programie próbuje go naśladować, jej aparycja mówi mi że jest to bardzo słaba osoba z problemami psychicznymi i rodzinnymi",0,1,0
"""40 kontra 20"": Patrycja wypowiada wojnę Dalii: ""NIE MASZ MÓZGU"" (WIDEO)","Wywalić ja!!!!,",0,0,0
"""40 kontra 20"": Patrycja wypowiada wojnę Dalii: ""NIE MASZ MÓZGU"" (WIDEO)","Dno i kolo mułu. Patrycja knująca intrygi na każdym kroku i twierdząca, że zawsze wszystko mówi wprost. :D",0,10,1
"""40 kontra 20"": Patrycja wypowiada wojnę Dalii: ""NIE MASZ MÓZGU"" (WIDEO)","dalia jako jedyna z dziewczyn ma urodę, cała reszta wygląda jednakowo. dalia piękna kobieta",0,10,1
"""40 kontra 20"": Patrycja wypowiada wojnę Dalii: ""NIE MASZ MÓZGU"" (WIDEO)","Sama sie  podsumowalas najlepiej, jestem kupa ",0,9,1
"""40 kontra 20"": Patrycja wypowiada wojnę Dalii: ""NIE MASZ MÓZGU"" (WIDEO)",Powiem tak dziś przypadkiem lecąc po kanałach zobaczyłam weszłam i akurat widziałam ta sytuację jak dla mnie żenada jak można do kogoś powiedzieć że nie używa mózgu ,0,10,0
"""40 kontra 20"": Patrycja wypowiada wojnę Dalii: ""NIE MASZ MÓZGU"" (WIDEO)"," O super inteligene argumenty, blender, makaron ",0,12,1
